Date,Year,Time,Elevation_m,Volume_mcm,Inflow_cms,Outflow_cms,AvgRainFall_mm
24 Feb,2022,22:00,172.79,307.4550821,72.83333333,72.83333333,0.16
24 Feb,2022,23:00,172.79,307.4550821,76.72222222,76.72222222,0.46
24 Feb,2022,12:00 MN,172.79,307.4550821,125.3333333,125.3333333,0.4
25 Feb,2022,01:00,172.79,307.4550821,114.7777778,114.7777778,0.36
25 Feb,2022,02:00,172.78,307.2949867,84.47350278,128.9444444,0.34
25 Feb,2022,03:00,172.77,307.1349818,73.66531944,118.1111111,0.52
25 Feb,2022,04:00,172.76,306.9750675,70.91269167,115.3333333,0.86
25 Feb,2022,05:00,172.75,306.8152437,98.43784167,142.8333333,0.72
25 Feb,2022,06:00,172.73,306.4958678,61.34002222,150.0555556,0.24
25 Feb,2022,07:00,172.71,306.1768541,102.2739556,190.8888889,0.12
25 Feb,2022,08:00,172.7,306.017483,79.84136944,124.1111111,0.088888889
25 Feb,2022,09:00,172.69,305.8582025,105.6998528,149.9444444,0.08
25 Feb,2022,10:00,172.68,305.6990125,79.89166944,124.1111111,0
25 Feb,2022,11:00,172.66,305.3809041,35.19212222,123.5555556,0.08
25 Feb,2022,12:00 NN,172.65,305.2219857,134.1337861,178.2777778,0.16
25 Feb,2022,13:00,172.65,305.2219857,142.1666667,142.1666667,0.28
25 Feb,2022,14:00,172.62,304.7457739,22.66336944,154.9444444,0
25 Feb,2022,15:00,172.6,304.428752,41.88281111,129.9444444,0.04
25 Feb,2022,16:00,172.59,304.2703769,100.1180194,144.1111111,0.22
25 Feb,2022,17:00,172.59,304.2703769,128.2777778,128.2777778,0.14
25 Feb,2022,18:00,172.58,304.1120923,60.64316944,104.6111111,0.34
25 Feb,2022,19:00,172.56,303.7957947,97.58401111,185.4444444,0.46
25 Feb,2022,20:00,172.55,303.6377817,89.05195278,132.9444444,0.34
25 Feb,2022,21:00,172.54,303.4798593,82.68821389,126.5555556,0.28
25 Feb,2022,22:00,172.53,303.3220274,143.2689194,187.1111111,0.16
25 Feb,2022,23:00,172.52,303.1642861,99.40518056,143.2222222,0.06
25 Feb,2022,12:00 MN,172.51,303.0066353,76.374775,120.1666667,0.04
26 Feb,2022,01:00,172.5,302.849075,56.399925,100.1666667,0.1
26 Feb,2022,02:00,172.51,303.0066353,134.7667417,91,0.06
26 Feb,2022,03:00,172.52,303.1642861,138.6807806,94.88888889,0.08
26 Feb,2022,04:00,172.53,303.3220274,121.2059306,77.38888889,0.2
26 Feb,2022,05:00,172.53,303.3220274,139.0555556,139.0555556,0.022222222
26 Feb,2022,06:00,172.53,303.3220274,115.7222222,115.7222222,0.04
26 Feb,2022,07:00,172.52,303.1642861,53.29406944,97.11111111,0.08
26 Feb,2022,08:00,172.52,303.1642861,108.7777778,108.7777778,0
26 Feb,2022,09:00,172.52,303.1642861,172.6111111,172.6111111,0.02
26 Feb,2022,10:00,172.51,303.0066353,101.0414417,144.8333333,0.06
26 Feb,2022,11:00,172.5,302.849075,128.5665917,172.3333333,0.08
26 Feb,2022,12:00 NN,172.51,303.0066353,149.1556306,105.3888889,0.02
26 Feb,2022,13:00,172.51,303.0066353,118.7222222,118.7222222,0.08
26 Feb,2022,14:00,172.51,303.0066353,187.0555556,187.0555556,0.04
26 Feb,2022,15:00,172.5,302.849075,89.67770278,133.4444444,0.02
26 Feb,2022,16:00,172.5,302.849075,152.3333333,152.3333333,0.02
26 Feb,2022,17:00,172.5,302.849075,164.8333333,164.8333333,0.08
26 Feb,2022,18:00,172.49,302.6916053,92.75840833,136.5,0.24
26 Feb,2022,19:00,172.48,302.5342261,200.8391139,244.5555556,0.06
26 Feb,2022,20:00,172.47,302.3769374,107.2531528,150.9444444,0
26 Feb,2022,21:00,172.46,302.2197393,129.500525,173.1666667,0.12
26 Feb,2022,22:00,172.45,302.0626317,202.025675,245.6666667,0
26 Feb,2022,23:00,172.43,301.7486882,71.79346667,159,0
26 Feb,2022,12:00 MN,172.41,301.4351069,59.11628889,146.2222222,0.04
27 Feb,2022,01:00,172.41,301.4351069,117.1111111,117.1111111,0
27 Feb,2022,02:00,172.41,301.4351069,174.3333333,174.3333333,0.1
27 Feb,2022,03:00,172.4,301.278452,165.2625361,208.7777778,0.02
27 Feb,2022,04:00,172.39,301.1218877,80.00990833,123.5,0
27 Feb,2022,05:00,172.39,301.1218877,134.6111111,134.6111111,0
27 Feb,2022,06:00,172.39,301.1218877,119.3333333,119.3333333,0
27 Feb,2022,07:00,172.39,301.1218877,114.8888889,114.8888889,0
27 Feb,2022,08:00,172.4,301.278452,150.6012028,107.1111111,0
27 Feb,2022,09:00,172.39,301.1218877,115.8987972,159.3888889,0
27 Feb,2022,10:00,172.39,301.1218877,123,123,0
27 Feb,2022,11:00,172.38,300.9654139,117.3128361,160.7777778,0
27 Feb,2022,12:00 NN,172.37,300.8090306,73.44909722,116.8888889,0
27 Feb,2022,13:00,172.36,300.6527379,146.5298028,189.9444444,0
27 Feb,2022,14:00,172.35,300.4965358,126.8327306,170.2222222,0
27 Feb,2022,15:00,172.35,300.4965358,127.1666667,127.1666667,0
27 Feb,2022,16:00,172.33,300.184403,86.57424444,173.2777778,0
27 Feb,2022,17:00,172.32,300.0284725,76.63040278,119.9444444,0
27 Feb,2022,18:00,172.31,299.8726325,102.4888861,145.7777778,0
27 Feb,2022,19:00,172.3,299.716883,155.2918139,198.5555556,0
27 Feb,2022,20:00,172.29,299.5612241,96.15029722,139.3888889,0
27 Feb,2022,21:00,172.29,299.5612241,140.2222222,140.2222222,0
27 Feb,2022,22:00,172.28,299.4056557,93.39766945,136.6111111,0
27 Feb,2022,23:00,172.28,299.4056557,125.7777778,125.7777778,0
27 Feb,2022,12:00 MN,172.28,299.4056557,106.6111111,106.6111111,0
28 Feb,2022,01:00,172.28,299.4056557,100.5,100.5,0.22
28 Feb,2022,02:00,172.29,299.5612241,115.9356639,72.72222222,0.26
28 Feb,2022,03:00,172.3,299.716883,115.1274806,71.88888889,0.06
28 Feb,2022,04:00,172.31,299.8726325,143.2081861,99.94444444,0.02
28 Feb,2022,05:00,172.31,299.8726325,88,88,0
28 Feb,2022,06:00,172.3,299.716883,81.12514722,124.3888889,0.04
28 Feb,2022,07:00,172.3,299.716883,103.83,103.83,0.02
28 Feb,2022,08:00,172.3,299.716883,145.5,145.5,0
28 Feb,2022,09:00,172.29,299.5612241,86.15140833,129.39,0.02
28 Feb,2022,10:00,172.28,299.4056557,80.61655833,123.83,0
28 Feb,2022,11:00,172.27,299.2501778,123.4217083,166.61,0.02
28 Feb,2022,12:00 NN,172.25,298.9394937,97.25886667,183.56,0
28 Feb,2022,13:00,172.23,298.6291718,38.18946667,124.39,0
28 Feb,2022,14:00,172.23,298.6291718,119.67,119.67,0
28 Feb,2022,15:00,172.21,298.3192121,49.96006667,136.06,0
28 Feb,2022,16:00,172.21,298.3192121,135.7777778,135.7777778,0
28 Feb,2022,17:00,172.21,298.3192121,158.2777778,158.2777778,0
28 Feb,2022,18:00,172.2,298.164368,92.76553611,135.7777778,0
28 Feb,2022,19:00,172.18,297.8549515,126.4954111,212.4444444,0
28 Feb,2022,20:00,172.16,297.5458971,37.15156667,123,0
28 Feb,2022,21:00,172.16,297.5458971,146.0555556,146.0555556,0
28 Feb,2022,22:00,172.15,297.3915057,121.5579528,164.4444444,0
28 Feb,2022,23:00,172.14,297.2372049,121.305325,164.1666667,0
28 Feb,2022,12:00 MN,172.13,297.0829946,118.2749194,161.1111111,0
1 Mar,2022,01:00,172.12,296.9288749,89.13340278,131.9444444,0
1 Mar,2022,02:00,172.11,296.7748457,70.26966389,113.0555556,0
1 Mar,2022,03:00,172.11,296.7748457,90.83333333,90.83333333,0
1 Mar,2022,04:00,172.11,296.7748457,101.1111111,101.1111111,0
1 Mar,2022,05:00,172.11,296.7748457,106.3888889,106.3888889,0
1 Mar,2022,06:00,172.11,296.7748457,104.4444444,104.4444444,0
1 Mar,2022,07:00,172.1,296.620907,94.45925833,137.22,0
1 Mar,2022,08:00,172.09,296.4670589,108.0944083,150.83,0
1 Mar,2022,09:00,172.08,296.3133013,107.8495583,150.56,0
1 Mar,2022,10:00,172.06,296.0060577,76.87456667,162.22,0
1 Mar,2022,11:00,172.04,295.6991763,91.69516667,176.94,0
1 Mar,2022,12:00 NN,172.02,295.3926571,67.91576667,153.06,0
1 Mar,2022,13:00,172.02,295.3926571,110.28,110.28,0
1 Mar,2022,14:00,172.01,295.2395333,145.7956083,188.33,0
1 Mar,2022,15:00,172,295.0865,123.8796472,166.3888889,0
1 Mar,2022,16:00,172,295.0865,144.1666667,144.1666667,0
1 Mar,2022,17:00,171.99,294.9335573,68.34924167,110.8333333,0
1 Mar,2022,18:00,171.97,294.6279434,26.77393333,111.6666667,0
1 Mar,2022,19:00,171.96,294.4752723,96.20246944,138.6111111,0
1 Mar,2022,20:00,171.95,294.3226917,82.06095278,124.4444444,0
1 Mar,2022,21:00,171.94,294.1702017,97.64165833,140,0
1 Mar,2022,22:00,171.93,294.0178022,60.16680833,102.5,0
1 Mar,2022,23:00,171.93,294.0178022,133.0555556,133.0555556,0
1 Mar,2022,12:00 MN,171.92,293.8654933,114.0808472,156.3888889,0
2 Mar,2022,01:00,171.92,293.8654933,36.66666667,36.66666667,0
2 Mar,2022,02:00,171.93,294.0178022, , ,0
2 Mar,2022,03:00,171.95,294.3226917, , ,0
2 Mar,2022,04:00,171.97,294.6279434, , ,0
2 Mar,2022,05:00,171.99,294.9335573, , ,0
2 Mar,2022,06:00,172,295.0865, , ,0
2 Mar,2022,07:00,172.02,295.3926571,129.2136333,44.17,0
2 Mar,2022,08:00,172.02,295.3926571,45.28,45.28,0
2 Mar,2022,09:00,172.01,295.2395333,112.6856083,155.22,0
2 Mar,2022,10:00,171.99,294.9335573,70.56666667,155.56,0
2 Mar,2022,11:00,171.98,294.7807051,80.04105833,122.5,0
2 Mar,2022,12:00 NN,171.98,294.7807051,112.5,112.5,0
2 Mar,2022,13:00,171.97,294.6279434,62.00620833,104.44,0
2 Mar,2022,14:00,171.97,294.6279434,111.11,111.11,0
2 Mar,2022,15:00,171.96,294.4752723,47.59135833,90,0
2 Mar,2022,16:00,171.95,294.3226917,53.72761944,96.11111111,0
2 Mar,2022,17:00,171.95,294.3226917,105,105,0
2 Mar,2022,18:00,171.95,294.3226917,84.16666667,84.16666667,0
2 Mar,2022,19:00,171.95,294.3226917,111.1111111,111.1111111,0
2 Mar,2022,20:00,171.94,294.1702017,74.03054722,116.3888889,0
2 Mar,2022,21:00,171.93,294.0178022,71.00014167,113.3333333,0
2 Mar,2022,22:00,171.92,293.8654933,52.69195833,95,0
2 Mar,2022,23:00,171.91,293.7132749,40.49488611,82.77777778,0
2 Mar,2022,12:00 MN,171.91,293.7132749,96.94444444,96.94444444,0
3 Mar,2022,01:00,171.91,293.7132749,38.33333333,38.33333333,0
3 Mar,2022,02:00,171.92,293.8654933,71.72733611,29.44444444,0
3 Mar,2022,03:00,171.93,294.0178022,72.58581944,30.27777778,0
3 Mar,2022,04:00,171.95,294.3226917,114.1359778,29.44444444,0
3 Mar,2022,05:00,171.96,294.4752723,73.49460278,31.11111111,0
3 Mar,2022,06:00,171.98,294.7807051,128.4535444,43.61111111,0
3 Mar,2022,07:00,171.98,294.7807051,98.61,98.61,0
3 Mar,2022,08:00,171.97,294.6279434,110.8962083,153.33,0
3 Mar,2022,09:00,171.95,294.3226917,42.98786667,127.78,0
3 Mar,2022,10:00,171.93,294.0178022,93.08846667,177.78,0
3 Mar,2022,11:00,171.9,293.561147,82.041325,208.89,0
3 Mar,2022,12:00 NN,171.87,293.1053066,45.047675,171.67,0
3 Mar,2022,13:00,171.84,292.6502811,75.544025,201.94,0
3 Mar,2022,14:00,171.82,292.3473835,74.47176667,158.61,0
3 Mar,2022,15:00,171.78,291.7426747,78.41422222,246.3888889,0
3 Mar,2022,16:00,171.75,291.2900937,41.50529722,167.2222222,0
3 Mar,2022,17:00,171.71,290.6879201,24.95175555,192.2222222,0
3 Mar,2022,18:00,171.68,290.2372405,51.47789167,176.6666667,0
3 Mar,2022,19:00,171.64,289.6376019,78.43373333,245,0
3 Mar,2022,20:00,171.61,289.1888237,64.22826389,188.8888889,0.02
3 Mar,2022,21:00,171.59,288.8900909,93.96311111,176.9444444,0
3 Mar,2022,22:00,171.57,288.5917202,92.11926667,175,0
3 Mar,2022,23:00,171.55,288.2937117,37.49764444,120.2777778,0
3 Mar,2022,12:00 MN,171.53,287.9960654,21.20935556,103.8888889,0.02
4 Mar,2022,01:00,171.54,288.1448433,85.21608056,43.88888889,0
4 Mar,2022,02:00,171.55,288.2937117,68.85234167,27.5,0
4 Mar,2022,03:00,171.56,288.4426707,68.87749167,27.5,0
4 Mar,2022,04:00,171.56,288.4426707,27.5,27.5,0
4 Mar,2022,05:00,171.58,288.7408603,110.3304333,27.5,0
4 Mar,2022,06:00,171.6,289.039412,110.4310333,27.5,0
4 Mar,2022,07:00,171.61,289.1888237,77.89324167,36.39,0
4 Mar,2022,08:00,171.59,288.8900909,39.84866667,122.83,0
4 Mar,2022,09:00,171.58,288.7408603,176.9370583,218.39,0
4 Mar,2022,10:00,171.53,287.9960654,28.17254167,235.06,0
4 Mar,2022,11:00,171.49,287.4018593,10.27273333,175.33,0
4 Mar,2022,12:00 NN,171.48,287.2535341,88.85855833,130.06,0
4 Mar,2022,13:00,171.46,286.9571553,109.1125667,191.44,0
4 Mar,2022,14:00,171.42,286.3654843,-38.46306667,125.89,0
4 Mar,2022,15:00,171.38,285.7752619,111.3826667,275.3333333,0
4 Mar,2022,16:00,171.35,285.3335458,75.96774167,198.6666667,0
4 Mar,2022,17:00,171.32,284.8926445,68.75,140.6111111,0
4 Mar,2022,18:00,171.3,284.599163,74.08847778,155.6111111,0
4 Mar,2022,19:00,171.29,284.4525581,90.72085278,131.4444444,0
4 Mar,2022,20:00,171.28,284.3060437,129.0793361,169.7777778,0
4 Mar,2022,21:00,171.24,283.7208915,78.73,178.9444444,0
4 Mar,2022,22:00,171.21,283.2829781,3.135152777,124.7777778,0
4 Mar,2022,23:00,171.2,283.137188,65.669425,106.1666667,0
4 Mar,2022,12:00 MN,171.19,282.9914885,59.30568611,99.77777778,0
5 Mar,2022,01:00,171.19,282.9914885,33.11111111,33.11111111,0
5 Mar,2022,02:00,171.19,282.9914885,27,27,0
5 Mar,2022,03:00,171.19,282.9914885,27,27,0
5 Mar,2022,04:00,171.2,283.137188,67.47209167,27,0
5 Mar,2022,05:00,171.21,283.2829781,67.49724167,27,0
5 Mar,2022,06:00,171.23,283.5748298,108.0699333,27,0
5 Mar,2022,07:00,171.24,283.7208915,76.46158056,35.88888889,0
5 Mar,2022,08:00,171.24,283.7208915,109.7777778,109.7777778,0
5 Mar,2022,09:00,171.23,283.5748298,95.31619722,135.8888889,0
5 Mar,2022,10:00,171.22,283.4288587,98.119125,138.6666667,0
5 Mar,2022,11:00,171.2,283.137188,35.70258889,116.7222222,0
5 Mar,2022,12:00 NN,171.18,282.8458795,40.24763333,121.1666667,0
5 Mar,2022,13:00,171.16,282.5549331,77.29267778,158.1111111,0
5 Mar,2022,14:00,171.13,282.1191926,42.90541945,163.9444444,0
5 Mar,2022,15:00,171.11,281.8291517,64.7664,145.3333333,0
5 Mar,2022,16:00,171.09,281.5394729,75.14477778,155.6111111,0
5 Mar,2022,17:00,171.07,281.2501562,63.30093333,143.6666667,0
5 Mar,2022,18:00,171.05,280.9612018,69.23486667,149.5,0
5 Mar,2022,19:00,171.02,280.5284491,57.90203611,178.1111111,0
5 Mar,2022,20:00,170.99,280.0965113,57.29505278,177.2777778,0
5 Mar,2022,21:00,170.94,279.3784257,39.19845833,238.6666667,0
5 Mar,2022,22:00,170.91,278.9486609,31.23198611,150.6111111,0
5 Mar,2022,23:00,170.9,278.805587,89.75725833,129.5,0
5 Mar,2022,12:00 MN,170.89,278.6626037,70.89351944,110.6111111,0
 MAR 06,2022,01:00,170.88,278.5197109,68.974225,108.6666667,0
 MAR 06,2022,02:00,170.87,278.3769086,49.83270833,89.5,0
 MAR 06,2022,03:00,170.86,278.2341969,67.08008056,106.7222222,0
 MAR 06,2022,04:00,170.85,278.0915757,42.66078611,82.27777778,0
 MAR 06,2022,05:00,170.84,277.9490451,43.24149167,82.83333333,0
 MAR 06,2022,06:00,170.83,277.806605,76.87775278,116.4444444,0
 MAR 06,2022,07:00,170.82,277.6642555,59.68068055,99.22222222,0
 MAR 06,2022,08:00,170.8,277.379828,52.99236667,132,0
 MAR 06,2022,09:00,170.78,277.0957627,43.4263,122.3333333,0
 MAR 06,2022,10:00,170.77,276.9538658,55.69531944,95.11111111,0
 MAR 06,2022,11:00,170.76,276.8120595,97.66491389,137.0555556,0
 MAR 06,2022,12:00 NN,170.74,276.5287185,21.68305555,100.3888889,0
 MAR 06,2022,13:00,170.73,276.3871838,84.68480833,124,0
 MAR 06,2022,14:00,170.72,276.2457397,66.65440278,105.9444444,0
 MAR 06,2022,15:00,170.7,275.963123,39.93981111,118.4444444,0
 MAR 06,2022,16:00,170.69,275.8219505,70.61874167,109.8333333,0
 MAR 06,2022,17:00,170.69,275.8219505,110.9444444,110.9444444,0
 MAR 06,2022,18:00,170.68,275.6808685,56.75500278,95.94444444,0
 MAR 06,2022,19:00,170.66,275.3989761,51.5299,129.8333333,0
 MAR 06,2022,20:00,170.64,275.1174459,59.68605556,137.8888889,0
 MAR 06,2022,21:00,170.61,274.6958297,38.82881945,155.9444444,0
 MAR 06,2022,22:00,170.58,274.2750283,61.83294722,178.7222222,0
 MAR 06,2022,23:00,170.54,273.7152273,-11.22248889,144.2777778,0
 MAR 06,2022,12:00 MN,170.53,273.5755034,92.68780833,131.5,0
7 Mar,2022,01:00,170.52,273.4358701,20.21295833,59,0
7 Mar,2022,02:00,170.52,273.4358701,56.5,56.5,0
7 Mar,2022,03:00,170.52,273.4358701,69,69,0
7 Mar,2022,04:00,170.51,273.2963273,48.84921944,87.61111111,0
7 Mar,2022,05:00,170.5,273.156875,19.15214722,57.88888889,0
7 Mar,2022,06:00,170.5,273.156875,93.72222222,93.72222222,0
7 Mar,2022,07:00,170.49,273.0175133,73.62174167,112.3333333,0
7 Mar,2022,08:00,170.47,272.7390614,8.041155556,85.38888889,0
7 Mar,2022,09:00,170.45,272.4609717,59.80842222,137.0555556,0
7 Mar,2022,10:00,170.44,272.3220627,112.3586028,150.9444444,0
7 Mar,2022,11:00,170.41,271.9058789,18.393375,134,0
7 Mar,2022,12:00 NN,170.39,271.6288757,21.22133333,98.16666667,0
7 Mar,2022,13:00,170.37,271.3522346,44.93304444,121.7777778,0
7 Mar,2022,14:00,170.35,271.0759557,33.0892,109.8333333,0
7 Mar,2022,15:00,170.35,271.0759557,93.44444444,93.44444444,0
7 Mar,2022,16:00,170.35,271.0759557,83.44444444,83.44444444,0
7 Mar,2022,17:00,170.35,271.0759557,99.55555556,99.55555556,0
7 Mar,2022,18:00,170.34,270.9379521,72.38788056,110.7222222,0
7 Mar,2022,19:00,170.32,270.6622165,26.07343333,102.6666667,0
7 Mar,2022,20:00,170.31,270.5244845,51.35221944,89.61111111,0
7 Mar,2022,21:00,170.3,270.386843,80.54403611,118.7777778,0
7 Mar,2022,22:00,170.29,270.2492921,20.84696389,59.05555556,0
7 Mar,2022,23:00,170.29,270.2492921,61,61,0
7 Mar,2022,12:00 MN,170.29,270.2492921,47.94444444,47.94444444,0
8 Mar,2022,01:00,170.29,270.2492921,51.56,51.56,0
8 Mar,2022,02:00,170.29,270.2492921,53.5,53.5,0
8 Mar,2022,03:00,170.29,270.2492921,69.33333333,69.33333333,0
8 Mar,2022,04:00,170.29,270.2492921,56,56,0
8 Mar,2022,05:00,170.29,270.2492921,53.77777778,53.77777778,0
8 Mar,2022,06:00,170.29,270.2492921,55.44444444,55.44444444,0
8 Mar,2022,07:00,170.29,270.2492921,54.61,54.61,0
8 Mar,2022,08:00,170.28,270.1118317,28.37655833,66.56,0
8 Mar,2022,09:00,170.27,269.9744618,74.78170833,112.94,0.02
8 Mar,2022,10:00,170.26,269.8371825,48.97685833,87.11,0
8 Mar,2022,11:00,170.25,269.6999937,87.06200833,125.17,0
8 Mar,2022,12:00 NN,170.24,269.5628955,79.85715833,117.94,0.04
8 Mar,2022,13:00,170.22,269.2889707,23.51976667,99.61,0
8 Mar,2022,14:00,170.2,269.015408,53.34036667,129.33,0.02
8 Mar,2022,15:00,170.19,268.8787625,78.04290833,116,0.02
8 Mar,2022,16:00,170.16,268.4693691,-2.442597223,111.2777778,0.02
8 Mar,2022,17:00,170.15,268.3330857,57.03239722,94.88888889,0.04
8 Mar,2022,18:00,170.15,268.3330857,70.72222222,70.72222222,0.06
8 Mar,2022,19:00,170.14,268.1968929,61.22421389,99.05555556,0.24
8 Mar,2022,20:00,170.14,268.1968929,77.66666667,77.66666667,0.16
8 Mar,2022,21:00,170.13,268.0607906,40.13825278,77.94444444,0.066666667
8 Mar,2022,22:00,170.13,268.0607906,71.83333333,71.83333333,0.066666667
8 Mar,2022,23:00,170.13,268.0607906,62.66666667,62.66666667,0.133333333
8 Mar,2022,12:00 MN,170.14,268.1968929,88.25063611,50.44444444,0.088888889
9 Mar,2022,01:00,170.14,268.1968929,25.16666667,25.16666667,0
9 Mar,2022,02:00,170.14,268.1968929,23.5,23.5,0
9 Mar,2022,03:00,170.15,268.3330857,61.33134167,23.5,0
9 Mar,2022,04:00,170.15,268.3330857,30.16666667,30.16666667,0.02
9 Mar,2022,05:00,170.14,268.1968929,69.835325,107.6666667,0.02
9 Mar,2022,06:00,170.13,268.0607906,86.52714167,124.3333333,0
9 Mar,2022,07:00,170.12,267.9247789,69.33006945,107.1111111,0
9 Mar,2022,08:00,170.11,267.7888577,67.410775,105.1666667,0
9 Mar,2022,09:00,170.1,267.653027,78.54703611,116.2777778,0
9 Mar,2022,10:00,170.08,267.3816373,20.61396667,96,0
9 Mar,2022,11:00,170.07,267.2460782,73.62248611,111.2777778,0
9 Mar,2022,12:00 NN,170.06,267.1106097,73.36985833,111,0
9 Mar,2022,13:00,170.04,266.8399443,43.87072222,119.0555556,0
9 Mar,2022,14:00,170.02,266.5696411,51.47132222,126.5555556,0
9 Mar,2022,15:00,170,266.2997,38.79414444,113.7777778,0
9 Mar,2022,16:00,169.99,266.151832,61.86998889,102.9444444,0
9 Mar,2022,17:00,169.98,266.0040078,66.60441111,107.6666667,0
9 Mar,2022,18:00,169.96,265.7084914,32.80097778,114.8888889,0.14
9 Mar,2022,19:00,169.95,265.560799,67.19656667,108.2222222,0.38
9 Mar,2022,20:00,169.94,265.4131506,70.5421,111.5555556,0.12
9 Mar,2022,21:00,169.93,265.265546,72.49874444,113.5,0.1
9 Mar,2022,22:00,169.92,265.1179854,73.0665,114.0555556,0.1
9 Mar,2022,23:00,169.91,264.9704688,68.35647778,109.3333333,0.02
9 Mar,2022,12:00 MN,169.9,264.822996,87.81312222,128.7777778,0.02
10 Mar,2022,01:00,169.89,264.6755672,102.5475444,143.5,0
10 Mar,2022,02:00,169.87,264.3808412,45.79835556,127.6666667,0
10 Mar,2022,03:00,169.85,264.086291,26.40271111,108.2222222,0.04
10 Mar,2022,04:00,169.84,263.9390818,52.05298889,92.94444444,0.02
10 Mar,2022,05:00,169.83,263.7919164,69.00963333,109.8888889,0
10 Mar,2022,06:00,169.81,263.4977176,73.72253333,155.4444444,0
10 Mar,2022,07:00,169.8,263.350684,55.43512222,96.27777778,0
10 Mar,2022,08:00,169.78,263.0567486,42.12906667,123.7777778,0
10 Mar,2022,09:00,169.77,262.9098468,84.63838889,125.4444444,0
10 Mar,2022,10:00,169.75,262.616175,56.92448889,138.5,0
10 Mar,2022,11:00,169.74,262.469405,71.61943333,112.3888889,0
10 Mar,2022,12:00 NN,169.71,262.0293584,4.320388888,126.5555556,0
10 Mar,2022,13:00,169.7,261.882764,45.00156667,85.72222222,0
10 Mar,2022,14:00,169.69,261.7362136,86.40265556,127.1111111,0
10 Mar,2022,15:00,169.68,261.589707,86.13707778,126.8333333,0
10 Mar,2022,16:00,169.67,261.4432444,43.3715,84.05555556,0
10 Mar,2022,17:00,169.66,261.2968258,82.82814444,123.5,0
10 Mar,2022,18:00,169.64,261.0041202,41.08177778,122.3888889,0
10 Mar,2022,19:00,169.63,260.8578332,85.36474444,126,0
10 Mar,2022,20:00,169.62,260.7115902,55.65472222,96.27777778,0
10 Mar,2022,21:00,169.61,260.5653912,66.22247778,106.8333333,0
10 Mar,2022,22:00,169.59,260.2731248,53.14822222,134.3333333,0
10 Mar,2022,23:00,169.56,259.8350546,16.81383333,138.5,0
10 Mar,2022,12:00 MN,169.54,259.5432274,58.82577778,139.8888889,0
11 Mar,2022,01:00,169.53,259.3973796,93.70896667,134.2222222,0
11 Mar,2022,02:00,169.5,258.9601,8.033433333,129.5,0.02
11 Mar,2022,03:00,169.49,258.814428,62.92443333,103.3888889,0
11 Mar,2022,04:00,169.48,258.6687998,55.43663333,95.88888889,0
11 Mar,2022,05:00,169.48,258.6687998,22.83333333,22.83333333,0
11 Mar,2022,06:00,169.48,258.6687998,19.5,19.5,0
11 Mar,2022,07:00,169.5,258.9601,100.4167111,19.5,0.04
11 Mar,2022,08:00,169.5,258.9601,26.17,26.17,0.066666667
11 Mar,2022,09:00,169.49,258.814428,74.31554444,114.78,0
11 Mar,2022,10:00,169.48,258.6687998,103.4877444,143.94,0
11 Mar,2022,11:00,169.45,258.232179,32.93643333,154.22,0
11 Mar,2022,12:00 NN,169.44,258.0867266,58.26654444,98.67,0
11 Mar,2022,13:00,169.42,257.7959534,25.39968889,106.17,0
11 Mar,2022,14:00,169.41,257.6506328,77.24314444,117.61,0
11 Mar,2022,15:00,169.39,257.3601232,44.13622222,124.8333333,0
11 Mar,2022,16:00,169.37,257.0697892,54.18502222,134.8333333,0
11 Mar,2022,17:00,169.36,256.9246882,75.08303333,115.3888889,0.06
11 Mar,2022,18:00,169.35,256.779631,58.98412222,99.27777778,0
11 Mar,2022,19:00,169.34,256.6346178,76.7741,117.0555556,0.34
11 Mar,2022,20:00,169.32,256.344723,33.47368889,114,0.12
11 Mar,2022,21:00,169.3,256.055004,47.68915556,128.1666667,0.04
11 Mar,2022,22:00,169.28,255.7654606,33.29351111,113.7222222,0.04
11 Mar,2022,23:00,169.27,255.6207548,52.69283333,92.88888889,0.02
11 Mar,2022,12:00 MN,169.27,255.6207548,71.22222222,71.22222222,0.34
12 Mar,2022,01:00,169.27,255.6207548,70.66666667,70.66666667,0.46
12 Mar,2022,02:00,169.26,255.476093,59.3717,99.55555556,1.02
12 Mar,2022,03:00,169.25,255.331475,86.05056667,126.2222222,0.3
12 Mar,2022,04:00,169.25,255.331475,80.38888889,80.38888889,0.54
12 Mar,2022,05:00,169.24,255.186901,40.22943333,80.38888889,0.06
12 Mar,2022,06:00,169.23,255.0423708,51.9083,92.05555556,0.04
12 Mar,2022,07:00,169.23,255.0423708,25.94444444,25.94444444,0
12 Mar,2022,08:00,169.23,255.0423708,19,19,0
12 Mar,2022,09:00,169.26,255.476093,139.4783667,19,0.08
12 Mar,2022,10:00,169.28,255.7654606,105.4910222,25.11111111,0.02
12 Mar,2022,11:00,169.26,255.476093,80.84231111,161.2222222,0.02
12 Mar,2022,12:00 NN,169.23,255.0423708,16.29941111,136.7777778,0.1
12 Mar,2022,13:00,169.21,254.7534424,103.7420889,184,0.84
12 Mar,2022,14:00,169.19,254.4646896,54.902,135.1111111,0.78
12 Mar,2022,15:00,169.18,254.320379,60.30263333,100.3888889,0.42
12 Mar,2022,16:00,169.18,254.320379,86.5,86.5,0.18
12 Mar,2022,17:00,169.18,254.320379,86.5,86.5,0.26
12 Mar,2022,18:00,169.17,254.1761124,66.70372222,106.7777778,0.32
